"Kod";"Nazwa";"saldo migracji na 1000 osób;ogółem;2016;[osoba]";"saldo migracji na 1000 osób;ogółem;2017;[osoba]";"saldo migracji na 1000 osób;ogółem;2018;[osoba]";"saldo migracji na 1000 osób;ogółem;2019;[osoba]";
3206033;"Chojna (3)";-3,2;-3,5;-4,8;-1,3;
3206043;"Gryfino (3)";-0,2;-0,4;-2,4;-3,1;
3206053;"Mieszkowice (3)";-10,1;-10,7;-7,2;-5,6;
3206063;"Moryń (3)";-5,8;1,8;-2,1;-7,5;
3206072;"Stare Czarnowo (2)";-1,8;-1,3;2,9;-3,7;
3206083;"Trzcińsko-Zdrój (3)";-6,0;-4,1;0,2;-2,4;
3206092;"Widuchowa (2)";-6,5;-7,3;-2,2;-6,3;
3207013;"Dziwnów (3)";-1,5;-0,8;-4,0;-6,6;
3207023;"Golczewo (3)";-5,4;-5,2;4,9;-6,3;
3207033;"Kamień Pomorski (3)";-1,5;0,7;1,7;-0,3;
3207043;"Międzyzdroje (3)";-0,3;-0,5;-0,8;-1,1;
3207052;"Świerzno (2)";-3,7;0,7;-8,3;-3,1;
3207063;"Wolin (3)";-0,1;-1,7;-2,4;-2,4;
3208011;"Kołobrzeg (1)";-0,6;2,9;-0,5;0,7;
3208022;"Dygowo (2)";0,2;0,9;1,6;-3,0;
3208033;"Gościno (3)";3,7;3,9;2,1;4,1;
3208042;"Kołobrzeg (2)";9,5;8,8;7,8;6,4;
3208052;"Rymań (2)";-6,0;-11,2;-0,3;-9,9;
3208062;"Siemyśl (2)";4,5;-5,6;3,7;13,6;
3208072;"Ustronie Morskie (2)";-3,8;3,5;10,4;-1,1;
3209012;"Będzino (2)";3,6;-3,3;0,8;0,9;
3209022;"Biesiekierz (2)";15,4;14,5;19,8;30,0;
3209033;"Bobolice (3)";-13,9;-12,7;-10,2;-6,7;
3209042;"Manowo (2)";3,5;2,8;3,9;-0,3;
3209053;"Mielno (3)";;1,0;0,2;3,9;
3209063;"Polanów (3)";-7,3;-4,9;-7,7;-7,2;
3209073;"Sianów (3)";1,5;5,2;0,9;0,1;
3209082;"Świeszyno (2)";17,7;13,5;23,2;26,8;
3210013;"Barlinek (3)";-1,1;-6,0;-3,5;-5,8;
3210022;"Boleszkowice (2)";-0,3;-2,8;-4,2;-4,2;
3210033;"Dębno (3)";-2,7;-1,7;-3,7;-5,0;
3210043;"Myślibórz (3)";1,0;-3,8;-0,9;-2,2;
3210052;"Nowogródek Pomorski (2)";0,9;1,5;-3,5;-11,3;
3211012;"Dobra (Szczecińska) (2)";29,4;31,8;34,6;28,3;
3211022;"Kołbaskowo (2)";13,9;13,8;16,9;22,6;
3211033;"Nowe Warpno (3)";-3,6;-7,2;-2,4;4,8;
3211043;"Police (3)";-2,4;-2,3;-2,1;0,0;
3212012;"Bielice (2)";-1,6;-1,3;-1,9;-1,3;
3212022;"Kozielice (2)";-2,7;-11,7;-0,8;-9,6;
3212033;"Lipiany (3)";-2,8;0,7;-4,2;-5,5;
3212042;"Przelewice (2)";-6,6;-7,1;-9,0;-5,5;
3212053;"Pyrzyce (3)";-1,7;-2,6;-4,4;-0,5;
3212062;"Warnice (2)";-8,2;-3,1;1,4;-10,9;
3213011;"Darłowo (1)";-3,9;0,1;-5,1;-4,0;
3213021;"Sławno (1)";-0,5;-4,1;-3,9;-4,0;
3213032;"Darłowo (2)";-0,5;-5,0;-2,3;1,4;
3213042;"Malechowo (2)";-7,3;-4,7;-7,4;-11,0;
3213052;"Postomino (2)";-8,4;-7,5;-8,8;-4,2;
3213062;"Sławno (2)";-4,5;-8,3;-6,3;-3,3;
3214011;"Stargard (1)";-2,6;-3,0;-3,9;-2,7;
3214023;"Chociwel (3)";-9,3;1,4;0,5;-10,0;
3214033;"Dobrzany (3)";-9,2;-8,5;-12,9;-8,3;
3214042;"Dolice (2)";-8,0;-2,5;-9,7;-8,4;
3214053;"Ińsko (3)";-7,5;-7,9;-6,8;-6,3;
3214062;"Kobylanka (2)";18,5;17,1;23,6;31,4;
3214082;"Marianowo (2)";-1,6;-2,5;2,8;-8,9;
3214092;"Stara Dąbrowa (2)";-1,9;-7,5;0,5;2,7;
3214102;"Stargard (2)";8,5;10,7;20,3;22,1;
3214113;"Suchań (3)";0,9;0,2;-7,2;1,2;
3215011;"Szczecinek (1)";-1,0;-1,5;-1,9;-1,0;
3215023;"Barwice (3)";-3,8;-5,4;-2,9;-5,0;
3215033;"Biały Bór (3)";-4,1;-1,3;-5,1;-6,1;
3215043;"Borne Sulinowo (3)";6,2;9,3;8,6;3,4;
3215052;"Grzmiąca (2)";-12,7;-13,3;-13,2;-12,0;
3215062;"Szczecinek (2)";-3,4;-7,2;-6,6;-7,0;
3216011;"Świdwin (1)";-0,2;-2,8;-0,4;-5,6;
3216022;"Brzeżno (2)";-4,6;-7,8;-9,8;-11,9;
3216033;"Połczyn-Zdrój (3)";-3,9;-5,6;-5,0;-3,4;
3216042;"Rąbino (2)";-4,0;-9,5;-10,4;-7,8;
3216052;"Sławoborze (2)";-6,0;0,7;-7,6;-0,7;
3216062;"Świdwin (2)";-9,3;-8,4;-9,8;-7,5;
3217011;"Wałcz (1)";-4,0;-5,5;-4,6;-1,9;
3217023;"Człopa (3)";-4,2;-4,8;-2,0;-10,3;
3217033;"Mirosławiec (3)";-1,8;-3,6;-0,4;-5,0;
3217043;"Tuczno (3)";-5,2;-4,0;-5,2;-4,4;
3217052;"Wałcz (2)";-3,4;-0,6;-3,3;-0,6;
3218013;"Dobra (3)";-2,5;-7,1;-6,1;-7,1;
3218023;"Łobez (3)";-4,4;-3,8;-4,5;-5,7;
3218032;"Radowo Małe (2)";-10,3;-3,0;-5,5;-5,8;
3218043;"Resko (3)";-2,1;-6,6;-5,6;-2,9;
3218053;"Węgorzyno (3)";-1,6;-6,1;-6,4;-6,9;
3261011;"Koszalin (1)";1,4;2,1;0,0;-1,5;
3262011;"Szczecin (1)";0,3;0,3;0,6;1,6;
3263011;"Świnoujście (1)";1,8;1,6;1,7;3,4;
